title,published_dt,sources,sections,urls
"After 4 months out-of-network, Scripps and Anthem Blue Cross reunite: 3 things to know",2025-05-07T11:58:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/after-5-months-out-of-network-scripps-and-anthem-blue-cross-reunite/
Optum launches AI-powered RCM platform for hospitals,2025-05-07T11:41:13-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/optum-launches-ai-powered-rcm-platform-for-hospitals/
GOP drops some Medicaid cuts from budget plan: 5 things to know,2025-05-07T09:31:51-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/gop-drops-some-medicaid-cuts-from-budget-plan-6-things-to-know/
Hospital margins hit 3% as expenses climb,2025-05-07T09:14:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospital-margins-hit-3-as-expenses-climb/
Medicaid cuts could deliver $1.1B blow to Trinity Health,2025-05-07T08:46:26-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medicaid-cuts-could-deliver-1-1b-blow-to-trinity-health/
The initiative that helped BayCare achieve a 9.6% margin in 2024,2025-05-06T16:04:09-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-initiative-that-helped-baycare-achieve-a-9-6-margin-in-2024/
"Medicaid cuts could cost 10 states, DC nearly $500B: Report",2025-05-06T16:03:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/medicaid-cuts-could-cost-10-states-dc-nearly-500b-report/
"VUMC cuts jobs, pauses some hiring amid $250M cost-reduction plan",2025-05-06T12:17:29-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/vumc-cuts-jobs-pauses-some-hiring-amid-250m-cost-reduction-plan/
HCA's Q1 revenue by geographic group,2025-05-06T11:31:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hcas-q1-revenue-by-geographic-group/
Infinx acquiring i3 Verticals' revenue cycle business,2025-05-06T09:54:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/infinx-acquiring-i3-verticals-revenue-cycle-business/
California 'high-cost' hospitals sound alarm over 'deep rate cuts',2025-05-06T08:48:42-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-high-cost-hospitals-sound-alarm-over-deep-rate-cuts/
Moody's downgrades University Hospitals' credit rating,2025-05-06T08:31:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/moodys-downgrades-university-hospitals-credit-rating/
The 'secret' behind Ascension's $2.6B turnaround,2025-05-05T16:39:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-secret-behind-ascensions-2-6b-turnaround/
"Rite Aid files second bankruptcy, seeks to sell 'substantially all its assets'",2025-05-05T16:00:45-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/rite-aid-files-second-bankruptcy-seeks-to-sell-substantially-all-its-assets/
Hospitals navigate delayed Medicaid payments: 5 notes,2025-05-05T10:12:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-navigate-delayed-medicaid-payments-5-notes/
Pennsylvania hospital to convert to behavioral facility,2025-05-05T09:59:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pennsylvania-hospital-to-convert-to-behavioral-facility/
"MemorialCare to lay off 100-plus workers, including nurses",2025-05-05T09:32:02-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/memorialcare-to-lay-off-100-plus-workers-including-nurses/
Georgia hospital to reopen as critical access facility after closing 5 years ago,2025-05-05T09:15:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/georgia-hospital-to-reopen-as-critical-access-facility-after-closing-5-years-ago/
CFPB asks court to vacate medical debt reporting rule,2025-05-05T09:09:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cfpb-asks-court-to-vacate-medical-debt-reporting-rule/
Application portfolio management: What healthcare leaders should think about before M&A activity begins,2025-05-05T08:47:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/application-portfolio-management-what-healthcare-leaders-should-think-about-before-ma-activity-begins/
The US Hospital System Is Approaching a Financial Breaking Point,2025-05-02T17:59:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-u-s-hospital-system-is-approaching-a-financial-breaking-point/
Trump's 2026 budget plan cuts healthcare funds: 6 notes,2025-05-02T17:41:18-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/trumps-2026-budget-plan-cuts-healthcare-funds-6-notes/
'Be obsessed with operations': How CFOs are tackling margin pressure,2025-05-02T09:32:14-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/be-obsessed-with-operations-how-cfos-are-tackling-margin-pressure/
Final Crozer hospital closes,2025-05-02T09:28:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/final-crozer-hospital-closes/
Alabama hospital to close ED,2025-05-02T08:51:30-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/alabama-hospital-to-close-ed/
CHS downgraded to 'selective default': 6 things to know,2025-05-01T14:00:11-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/chs-downgraded-to-selective-default-6-things-to-know/
Cano Health to lay off 78,2025-05-01T12:18:22-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cano-health-to-lay-off-78/
Why liquidity is hospitals' new lifeline: Fitch,2025-05-01T10:20:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/why-liquidity-is-hospitals-new-lifeline-fitch/
CVS Health posts $1.8B profit in Q1,2025-05-01T10:20:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/cvs-health-posts-1-8b-profit-in-q1/
Allegheny Health Network adopts touchless prior authorization system,2025-05-01T10:04:50-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/allegheny-health-network-adopts-ai-powered-touchless-prior-authorization-system/
Expenses per physician hit $1.2M: 5 notes,2025-05-01T08:54:25-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/expenses-per-physician-hit-1-2m-5-notes/
"24 hospital price transparency fines, by bed count",2025-04-30T14:39:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/24-hospital-price-transparency-fines-by-bed-count/
"Amid policy uncertainty, Tenet stands by strategic plan",2025-04-30T08:43:41-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/amid-policy-uncertainty-tenet-stands-by-strategic-plan/
Hospitals' financial burden in 10 numbers,2025-04-30T07:33:06-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hospitals-financial-burden-in-10-numbers/
Baystate to lay off 43 employees,2025-04-29T16:00:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/baystate-to-lay-off-43-employees/
Northwell's operating income grows to $291.9M in 2024,2025-04-29T15:19:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/northwells-operating-income-grows-to-291-9m-in-2024/
"Tenet's Q1 earnings 'well ahead' of expectations, CEO says",2025-04-29T09:12:03-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/tenets-q1-earnings-well-ahead-of-expectations-ceo-says/
UHS net income up 21% in Q1,2025-04-28T16:37:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/uhs-net-income-up-21-in-q1/
NY hospital taps new patient billing partner,2025-04-28T15:51:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/ny-hospital-taps-new-patient-billing-partner/
MD Anderson pauses hiring for some roles: 5 things to know,2025-04-28T15:29:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/md-anderson-pauses-hiring-for-some-roles-5-things-to-know/
10 health systems with boosted outlooks,2025-04-28T15:23:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/10-health-systems-with-boosted-outlooks-3/
The cost of hospital closures in 21 numbers,2025-04-28T10:38:49-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/the-cost-of-hospital-closures-in-21-numbers/
CHS sees payer pressures stabilize despite supplemental payment delays,2025-04-28T09:12:38-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/chs-sees-payer-pressures-stabilize-despite-supplemental-payment-delays/
Pennsylvania hospital closes,2025-04-25T16:55:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/pennsylvania-hospital-closes/
Kaiser fined $819K for slow response to member complaints,2025-04-25T16:23:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/kaiser-fined-819k-for-slow-response-to-member-complaints/
HCA 'de-risking and diversifying' supply chain amid tariff concerns,2025-04-25T16:10:21-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hca-de-risking-and-diversifying-supply-chain-amid-tariff-concerns/
What Hackensack Meridian's new executive learned from her Walmart 'career pivot',2025-04-25T15:45:32-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/what-hackensack-meridians-new-executive-learned-from-her-walmart-career-pivot/
"IU Health to 'course correct' after Q1 margin slips to -0.8%, CFO says",2025-04-25T14:30:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/iu-health-to-course-correct-after-q1-margin-slips-to-0-8-cfo-says/
Ochsner raises operating margin to 2% in 2024,2025-04-25T09:57:15-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/oschner-raises-operating-margin-to-2-in-2024/
HCA Q1 net income holds steady at $1.6B: 7 things to know,2025-04-25T08:50:28-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/hca-q1-net-income-holds-steady-at-1-6b-6-things-to-know/
Health system margins dip below 1%: 5 notes,2025-04-25T08:44:54-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/health-system-margins-dip-below-1-5-notes/
Mississippi hospital chosen for CMS' rural hospital payment program,2025-04-25T08:23:52-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/mississippi-hospital-chosen-for-cms-rural-hospital-payment-program/
Prime withdraws level 2 trauma designation from Illinois hospital,2025-04-24T16:24:17-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prime-withdraws-level-2-trauma-designation-from-illinois-hospital/
No further hospital sales planned for 2025: CHS CEO,2025-04-24T15:31:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/no-further-hospital-sales-planned-for-2025-chs-ceo/
CHS has 'some price protection' from tariffs: CFO,2025-04-24T13:43:58-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/chs-has-some-price-protection-from-tariffs-cfo/
'How to survive and be in business in 2 years': What's keeping CFOs up at night,2025-04-24T11:52:00-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-to-survive-and-be-in-business-in-2-years-whats-keeping-cfos-up-at-night/
CHS trims Q1 net loss after 'significant proceeds from divestitures': CEO,2025-04-24T09:39:33-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/chs-trims-q1-net-loss-after-significant-proceeds-from-divestitures-ceo/
NYU Langone posts 2.3% operating margin with Q2 comeback,2025-04-23T15:36:19-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/nyu-langone-posts-2-3-operating-margin-with-q2-comeback/
UNM Health cuts 53 leadership roles,2025-04-23T10:05:08-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/unm-health-cuts-53-leadership-roles/
Washington removes medical debt from credit reports,2025-04-23T09:42:44-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/washington-removes-medical-debt-from-credit-reports/
Prime to suspend pediatric inpatient care at Illinois hospital,2025-04-23T09:36:56-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/prime-to-end-pediatric-inpatient-care-at-illinois-hospital/
California to impose 'deep cuts' on high-cost hospitals,2025-04-23T09:20:40-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/california-to-impose-deep-cuts-on-high-cost-hospitals/
How this CEO-CFO team led a Colorado hospital's $6M turnaround in 1 year,2025-04-22T16:43:05-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/how-this-ceo-cfo-team-led-a-colorado-hospitals-6m-turnaround-in-1-year/
4 hospital closures in 2 weeks,2025-04-22T09:34:12-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/4-hospital-closures-in-2-weeks/
$5M loan gives Texas hospital 'breathing room' to operate: CEO,2025-04-22T09:34:04-05:00,Beckers Hospital Review,finance,https://www.beckershospitalreview.com/finance/5m-loan-gives-texas-hospital-breathing-room-to-operate-ceo/
